,payment_id,payment_datetime,order_id,total_amount,payment_method,payment_status,billing_address,shipping_address,payment_channel,tax_amount
84,84.0,2022-11-08 01:29:20,88732,100000.0,Chuyển khoản ngân hàng,Chưa thanh toán,"1534/27/142/5, Bùi Hữu Nghĩa, Phường Bình Khánh, Sơn Tây, Hà Nội, Việt Nam","1983/22/1/18/307, Phan Đăng Lưu, Phường Linh Đông, Quận 8, Ninh Bình, Việt Nam",Online,2000.0
85,85.0,2022-01-01 02:29:48,83318,180000.0,Tiền mặt,Đang chờ xử lý,"1835/78/39, Nguyễn Huệ, Phường Trường Thọ, Tây Hồ, Sóc Trăng, Việt Nam","160/89/41/228, Đường Số 3, Phường Thủ Thiêm, Quận 2, Cần Thơ, Việt Nam",POS,0.0
86,86.0,2022-12-22 16:48:53,92251,40000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang chờ xử lý,"1006/94/195, Trần Huy Liệu, Phường Linh Trung, Hoàng Mai, Cần Thơ, Việt Nam","2516/89/47/1, Hoàng Văn Thụ, Phường Linh Trung, Quốc Oai, Bình Dương, Việt Nam",POS,3200.0
87,87.0,2020-04-28 18:01:10,29452,540000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2114/65/34/45/372, Nhiêu Tứ, Phường Bình Trưng Đông, Nam Từ Liêm, Bình Phước, Việt Nam","2004/77/170/226, Võ Duy Ninh, Phường An Cư, Mỹ Đức, Bình Dương, Việt Nam",Thẻ thành viên,16200.0
88,88.0,2022-05-12 23:56:50,68510,425000.0,Thanh toán qua ví điện tử,Hủy bỏ,"2846/15/154/50/152F, Hồ Văn Huê, Phường Linh Tây, Quận 1, Hậu Giang, Việt Nam","1751/311, Hoàng Văn Thụ, Phường Linh Đông, Quận 8, Hà Nội, Việt Nam",Online,34000.0
89,89.0,2022-12-15 16:05:40,65045,0.0,Thanh toán qua ví điện tử,Hủy bỏ,"925/655, Hồ Tùng Mậu, Phường 9, Quận Phú Nhuận, Hải Phòng, Việt Nam","376/518, Nguyễn Bá Huân, Phường Bình Trưng Tây, Long Biên, Hồ Chí Minh, Việt Nam",POS,0.0
90,90.0,2022-01-10 06:09:50,24174,900000.0,Thẻ ghi nợ,Đã thanh toán,"734/579, Trần Quang Khải, Phường Bình Trưng Đông, Mỹ Đức, Hà Nam, Việt Nam","2816/49/137, Trương Đăng Quế, Phường 1, Tây Hồ, Hà Nội, Việt Nam",Online,81000.0
91,91.0,2022-04-24 22:43:46,98331,0.0,Thanh toán qua ví điện tử,Thất bại,"1599/3/185T, Phó Đức Chính, Phường Linh Xuân, Tây Hồ, Hà Nam, Việt Nam","2213/647, Phố Ngô Quyền, Phường Linh Đông, Sóc Sơn, Sơn La, Việt Nam",Online,0.0
92,92.0,2021-07-18 15:00:24,85048,0.0,Thanh toán qua ví điện tử,Đang xử lý,"2602/745, Đường Số 1, Phường Thủ Thiêm, Đống Đa, Hồ Chí Minh, Việt Nam","263/133, Lê Thị Hồng Gấm, Phường Linh Chiểu, Phúc Thọ, Hà Nội, Việt Nam",Online,0.0
93,93.0,2022-03-04 15:42:32,26239,323390000.0,Thẻ tín dụng,Đang xử lý,"287/159, Ngô Đức Kế, Phường Trường Thọ, Quận 7, Quảng Nam, Việt Nam","1799/63/137/47, Hoàng Sa, Phường 7, Sơn Tây, Hòa Bình, Việt Nam",Online,48508500.0
94,94.0,2022-12-12 20:54:58,99576,35000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1169/253, Hai Triều, Phường 2, Quận Tân Bình, Đà Nẵng, Việt Nam","1958/42/17/185/289K, Huỳnh Thúc Kháng, Phường Bình Trưng Đông, Quận 4, Lào Cai, Việt Nam",POS,6650.0
95,95.0,2017-07-18 19:45:53,10507,45000.0,Thanh toán trả góp,Đang xử lý,"2160/504, Phó Đức Chính, Phường Bình An, Quận Gò Vấp, Hà Nội, Việt Nam","2379/18/12/45V, Đặng Văn Ngữ, Phường Linh Trung, Phúc Thọ, Yên Bái, Việt Nam",Redeemed Points,3150.0000000000005
96,96.0,2022-10-20 11:13:21,70500,0.0,Chuyển khoản ngân hàng,Đang xử lý,"2216/79/59/149, Điện Biên Phủ, Phường Linh Trung, Đông Anh, Phú Thọ, Việt Nam","2840/19/87/207, Đặng Văn Ngữ, Phường 5, Quận Gò Vấp, Hà Nội, Việt Nam",Online,0.0
97,97.0,2022-12-03 14:44:57,97666,1650000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2932/22/84, Nguyễn Văn A, Phường Linh Đông, Bắc Từ Liêm, Hồ Chí Minh, Việt Nam","1732/744, Đường Số 9, Phường Bình Trưng Đông, Quận Thủ Đức, Hà Nội, Việt Nam",Online,313500.0
98,98.0,2022-12-10 04:32:29,63117,0.0,Thẻ tín dụng,Đang xử lý,"2824/24/188/155, Đường Số 4, Phường An Hòa, Gia Lâm, Đồng Nai, Việt Nam","2898/449, Võ Văn Tần, Phường An Lợi Đông, Quận Phú Nhuận, Long An, Việt Nam",Redeemed Points,0.0
99,99.0,2022-09-05 11:34:43,42457,0.0,Chuyển khoản ngân hàng,Đang xử lý,"1542/18/39/60w, Cô Giang, Phường 7, Quận 11, Bình Phước, Việt Nam","1009/839, Đường Số 8, Phường An Lợi Đông, Thanh Xuân, Bà Rịa - Vũng Tàu, Việt Nam",Online,0.0
100,100.0,2022-12-13 18:19:14,30458,0.0,Chuyển khoản ngân hàng,Thất bại,"1652/43/43, Đặng Văn Ngữ, Phường Cát Lái, Quận 2, Hà Nội, Việt Nam","668/68/60/86K, Đường Nguyễn Văn A, Phường An Cư, Quận 4, Hồ Chí Minh, Việt Nam",Online,0.0
101,101.0,2022-01-12 12:52:45,89359,0.0,Tiền mặt,Chưa thanh toán,"2098/391, Võ Văn Tần, Phường 10, Gia Lâm, Hồ Chí Minh, Việt Nam","1653/56/133, Lê Thánh Tôn, Phường 12, Quận 10, Bạc Liêu, Việt Nam",Online,0.0
102,102.0,2022-05-09 03:45:48,70564,400000.0,Thanh toán qua ví điện tử,Đang xử lý,"2674/98/63/144e, Đặng Tất, Phường 1, Quận 3, Hà Giang, Việt Nam","1210/94/47/164i, Nguyễn Đình Chiểu, Phường An Phú, Ba Vì, Hà Nội, Việt Nam",POS,28000.000000000004
103,103.0,2022-04-06 10:41:11,76883,496839000.0,Tiền mặt,Đang xử lý,"2824/658, Phan Đình Phùng, Phường 7, Quận 1, Hà Nội, Việt Nam","430/79/151/92/25, Trần Quang Diệu, Phường An Khánh, Gia Lâm, Cần Thơ, Việt Nam",POS,74525850.0
104,104.0,2019-02-26 07:55:37,67997,44950000.0,Tiền mặt,Đang xử lý,"429/87/10/23b, Đường Số 9, Phường Linh Trung, Quận 5, Hồ Chí Minh, Việt Nam","120/39/190/161, Cống Quỳnh, Phường Bình Trưng Đông, Quận Gò Vấp, Bắc Giang, Việt Nam",Online,0.0
105,105.0,2022-12-15 23:15:48,46149,36000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2452/58/92/80, Đường Số 9, Phường Thủ Thiêm, Đông Anh, Đà Nẵng, Việt Nam","2776/57/94/185, Bùi Hữu Nghĩa, Phường Linh Chiểu, Quận 4, Cà Mau, Việt Nam",Thẻ thành viên,3600.0
106,106.0,2022-04-20 10:48:21,45267,0.0,Tiền mặt,Hủy bỏ,"2351/17/5m, Đường Hùng Vương, Phường Tam Bình, Quận 8, Hà Nội, Việt Nam","2977/975, Huỳnh Thúc Kháng, Phường An Phú, Ba Đình, Bình Dương, Việt Nam",Online,0.0
107,107.0,2020-06-24 23:44:09,83092,330000000.0,Thanh toán qua ví điện tử,Đã thanh toán,"2398/61/20/282/395X, Lý Văn Phức, Phường Linh Đông, Tây Hồ, Hà Nội, Việt Nam","2053/9/48/108/177m, Võ Thị Sáu, Phường Linh Đông, Quận Gò Vấp, Hà Nội, Việt Nam",Online,13200000.0
108,108.0,2022-02-25 05:09:05,40423,0.0,Thẻ tín dụng,Đang xử lý,"2095/37/51/142, Lê Thánh Tôn, Phường 2, Sóc Sơn, Bình Dương, Việt Nam","2607/48/92/119/1, Trần Quốc Thảo, Phường An Lạc, Mỹ Đức, Đồng Nai, Việt Nam",Thẻ thành viên,0.0
109,109.0,2022-04-13 06:45:08,53207,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"1231/18/44/124/376D, Hòa Hảo, Phường 1, Đan Phượng, Hà Nam, Việt Nam","703/23/46/71, Bà Huyện Thanh Quan, Phường 9, Sơn Tây, Hồ Chí Minh, Việt Nam",Thẻ thành viên,0.0
110,110.0,2021-12-15 18:35:12,14002,899000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"2907/69/2t, Đường Số 10, Phường Tam Phú, Nam Từ Liêm, Hà Nội, Việt Nam","2521/15/46/224/16O, Phố Lê Lợi, Phường 4, Quận 3, Đà Nẵng, Việt Nam",Redeemed Points,152830.0
111,111.0,2021-09-10 02:32:34,42561,7137000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"1187/160, Nhiêu Tứ, Phường Linh Xuân, Hoàng Mai, Hồ Chí Minh, Việt Nam","68/31/155/228O, Huỳnh Thúc Kháng, Phường Bình Khánh, Quốc Oai, Bình Định, Việt Nam",Online,642330.0
112,112.0,2022-05-18 16:05:43,29422,0.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"1551/93/177t, Huỳnh Thúc Kháng, Phường Thảo Điền, Quận Tân Phú, Hồ Chí Minh, Việt Nam","962/173, Hoàng Văn Thụ, Phường Linh Chiểu, Quận 12, Đà Nẵng, Việt Nam",POS,0.0
113,113.0,2022-04-24 22:46:31,28100,0.0,Thẻ ghi nợ,Đang xử lý,"431/911, Cách Mạng Tháng Tám, Phường Tam Bình, Nam Từ Liêm, Cần Thơ, Việt Nam","795/980, Lê Văn Phan, Phường 1, Hoài Đức, Hà Nội, Việt Nam",Online,0.0
114,114.0,2022-05-07 12:22:48,37025,770000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2055/26/81, Trần Quốc Thảo, Phường An Phú Đông, Quận Bình Thạnh, Hòa Bình, Việt Nam","891/72/167, Đinh Tiên Hoàng, Phường Linh Chiểu, Hai Bà Trưng, Đà Nẵng, Việt Nam",Online,123200.0
115,115.0,2022-01-20 14:53:01,74534,0.0,Thẻ ghi nợ,Thất bại,"2113/65/61/99/290X, Trần Huy Liệu, Phường 10, Quận 7, Khánh Hòa, Việt Nam","302/51/8/152, Điện Biên Phủ, Phường Linh Đông, Nam Từ Liêm, Hà Nội, Việt Nam",Thẻ thành viên,0.0
116,116.0,2019-07-12 14:05:10,13051,0.0,Thẻ ghi nợ,Đang chờ xử lý,"770/83/60, Nguyễn Đức Cảnh, Phường Tam Phú, Bắc Từ Liêm, Hà Nội, Việt Nam","2909/53/163/126/308, Phố Trịnh Đình C, Phường Bình Trưng Đông, Ba Đình, Long An, Việt Nam",Online,0.0
117,117.0,2020-06-29 03:20:21,90370,60000.0,Thẻ tín dụng,Đang xử lý,"2958/789, Cống Lở, Phường 2, Đan Phượng, Bình Dương, Việt Nam","2368/75/92/241E, Phố Lý Thường Kiệt, Phường 2, Đống Đa, Hải Phòng, Việt Nam",Online,9600.0
118,118.0,2020-11-14 13:36:08,32634,5798000.0,Tiền mặt,Đang xử lý,"1909/891, Nguyễn Đức Cảnh, Phường Bình Trưng Tây, Hà Đông, Quảng Ngãi, Việt Nam","1589/91/96S, Trường Sa, Phường An Hòa, Hoài Đức, Hồ Chí Minh, Việt Nam",Online,579800.0
119,119.0,2022-03-27 06:40:15,32098,420000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang chờ xử lý,"591/186, Võ Văn Kiệt, Phường 1, Quận 7, Hà Nội, Việt Nam","885/99/187/218, Cống Quỳnh, Phường 5, Quận Thủ Đức, Bắc Kạn, Việt Nam",Online,58800.00000000001
120,120.0,2022-12-06 20:54:46,61064,0.0,Thẻ tín dụng,Hủy bỏ,"943/40/171, Võ Văn Kiệt, Phường Bình Khánh, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","1777/72/120M, Điện Biên Phủ, Phường Bình Trưng Đông, Quận 1, Đà Nẵng, Việt Nam",Online,0.0
121,121.0,2022-11-28 05:41:09,38029,1465000.0,Thanh toán trả góp,Đã thanh toán,"1228/924, Nguyễn Công Trứ, Phường Bình Trưng Tây, Quận 5, Hà Nội, Việt Nam","2171/18/178/98/269, Đường Số 8, Phường Linh Đông, Hòa Bình, Bà Rịa - Vũng Tàu, Việt Nam",Online,205100.00000000003
122,122.0,2022-11-04 03:55:23,60219,43924000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"1293/29/57/120/224, Hoàng Văn Thụ, Phường 3, Chương Mỹ, Đồng Tháp, Việt Nam","1609/295, Đặng Văn Ngữ, Phường Thủ Thiêm, Gia Lâm, Thanh Hóa, Việt Nam",POS,3074680.0000000005
123,123.0,2022-12-24 05:31:09,94678,4580000.0,Thẻ tín dụng,Chưa thanh toán,"1874/1/51, Vĩnh Viễn, Phường An Hòa, Quận Gò Vấp, Bình Dương, Việt Nam","495/63/30/49/313t, Lý Văn Phức, Phường An Phú Đông, Quận Bình Thạnh, Hà Nội, Việt Nam",POS,595400.0
124,124.0,2021-02-25 21:47:03,97138,9028000.0,Chuyển khoản ngân hàng,Đang xử lý,"1208/847, Trần Hưng Đạo, Phường Trường Thọ, Đông Anh, Hà Nội, Việt Nam","947/937, Trần Quang Khải, Phường Trường Thọ, Quận 1, Bình Dương, Việt Nam",POS,1625040.0
125,128.0,2021-02-25 21:46:03,95479,72000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"2087/132, Nguyễn Đức Cảnh, Phường Linh Đông, Hai Bà Trưng, Hà Nội, Việt Nam","231/87/184/172/108, Lê Thị Riêng, Phường An Phú, Hoài Đức, Hà Nội, Việt Nam",POS,8640.0
126,129.0,2021-02-25 21:37:03,26898,50000.0,Tiền mặt,Đang chờ xử lý,"1451/1/149/1/28, Phố Lý Thường Kiệt, Phường 11, Quận 9, Vĩnh Long, Việt Nam","805/35/144K, Đường Số 4, Phường 10, Chương Mỹ, Hà Nội, Việt Nam",POS,6000.0
127,131.0,2022-03-14 10:39:13,13620,325000.0,Chuyển khoản ngân hàng,Đã thanh toán,"2742/17/88/11, Võ Duy Ninh, Phường An Phú, Quận 5, Hải Phòng, Việt Nam","479/239, Huỳnh Thúc Kháng, Phường Bình An, Hoàn Kiếm, Hồ Chí Minh, Việt Nam",Online,39000.0
128,132.0,2022-03-14 10:34:13,61079,1335000.0,Thẻ tín dụng,Đang chờ xử lý,"1565/25/71/265/358C, Lý Tự Trọng, Phường Bình Trưng Đông, Quận 4, Đồng Nai, Việt Nam","32/4/87/213o, Điện Biên Phủ, Phường 10, Quận Gò Vấp, Hồ Chí Minh, Việt Nam",Online,93450.00000000001
129,134.0,2022-03-14 10:38:13,87060,0.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"2518/856, Hai Triều, Phường Bình Trưng Đông, Hoàn Kiếm, Vĩnh Long, Việt Nam","1736/72/60/172/240E, Trường Sa, Phường Linh Tây, Hai Bà Trưng, Cần Thơ, Việt Nam",Online,0.0
130,135.0,2022-03-03 23:36:09,83434,26970000.0,Chuyển khoản ngân hàng,Thất bại,"2698/127, Cô Bắc, Phường Tam Bình, Quận Tân Phú, Lâm Đồng, Việt Nam","2188/98/164/280, Võ Duy Ninh, Phường Bình Trưng Đông, Thanh Xuân, Bắc Kạn, Việt Nam",Online,4315200.0
131,136.0,2020-08-03 19:54:22,36131,453734000.0,Thanh toán qua ví điện tử,Đang xử lý,"2754/47/41, Trần Hưng Đạo, Phường An Phú, Sóc Sơn, Bà Rịa - Vũng Tàu, Việt Nam","126/30/73, Cống Lở, Phường Tam Phú, Quận Tân Phú, Khánh Hòa, Việt Nam",Online,9074680.0
132,137.0,2022-05-18 10:07:17,19474,0.0,Thẻ tín dụng,Thất bại,"1925/176, Đường Số 1, Phường Linh Chiểu, Quận 5, Đà Nẵng, Việt Nam","554/96/92Z, Hai Triều, Phường Bình An, Chương Mỹ, Bình Phước, Việt Nam",Thẻ thành viên,0.0
133,138.0,2022-05-18 10:11:17,66112,200000.0,Thanh toán qua ví điện tử,Đã thanh toán,"2217/2/27, Lê Lai, Phường Bình Khánh, Hoàng Mai, Thanh Hóa, Việt Nam","2664/10/122, Cô Bắc, Phường 4, Phú Thọ, Nghệ An, Việt Nam",Online,18000.0
134,139.0,2022-12-06 12:27:01,58529,0.0,Tiền mặt,Đang chờ xử lý,"1164/13/18/92/288, Bà Huyện Thanh Quan, Phường Linh Đông, Thanh Trì, Hồ Chí Minh, Việt Nam","883/33/125/59, Trường Sa, Phường Linh Tây, Quận 12, Hà Nội, Việt Nam",POS,0.0
135,140.0,2017-05-02 18:43:17,97065,37995000.0,Thẻ tín dụng,Đang xử lý,"1706/33/39/103/109, Đường Hoàng Diệu, Phường 5, Bắc Từ Liêm, Đắk Lắk, Việt Nam","2574/99/144P, Nguyễn Công Trứ, Phường Bình Trưng Đông, Mỹ Đức, Hà Nội, Việt Nam",Online,2659650.0000000005
136,141.0,2017-09-01 09:43:31,45388,109000.0,Tiền mặt,Hủy bỏ,"591/104, Hai Triều, Phường Linh Tây, Ba Vì, Bắc Ninh, Việt Nam","2313/923, Điện Biên Phủ, Phường 5, Thanh Xuân, Quảng Trị, Việt Nam",POS,2180.0
137,142.0,2020-12-28 21:12:25,60362,1194000.0,Tiền mặt,Đang chờ xử lý,"2167/355, Phan Văn Hân, Phường Bình Trưng Tây, Ba Đình, Thừa Thiên Huế, Việt Nam","1949/833, Đường Số 6, Phường Thảo Điền, Quận Thủ Đức, Bình Dương, Việt Nam",Thẻ thành viên,71640.0
138,143.0,2022-07-20 03:15:42,25353,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"278/73/162/173/27, Lê Duẩn, Phường Linh Đông, Đông Anh, Hà Nội, Việt Nam","834/20, Nguyễn Huệ, Phường 9, Quận 9, Hồ Chí Minh, Việt Nam",Online,0.0
139,144.0,2020-06-24 20:12:19,36923,17990000.0,Thẻ tín dụng,Đang chờ xử lý,"1880/93/70/117n, Lê Văn Sỹ, Phường Linh Đông, Sóc Sơn, Hà Nội, Việt Nam","399/24/75, Cách Mạng Tháng Tám, Phường Thảo Điền, Quận Tân Bình, Hà Nội, Việt Nam",Online,3418100.0
140,145.0,2022-07-25 21:20:20,27003,0.0,Chuyển khoản ngân hàng,Đang xử lý,"2387/37/169, Đường Hùng Vương, Phường 5, Gia Lâm, Đà Nẵng, Việt Nam","1821/2/136, Điện Biên Phủ, Phường Thủ Thiêm, Hoàn Kiếm, Quảng Ninh, Việt Nam",Online,0.0
141,146.0,2022-06-14 22:43:44,80204,0.0,Tiền mặt,Thất bại,"2962/75/70/87, Trần Quang Khải, Phường 7, Quận Tân Phú, Trà Vinh, Việt Nam","2129/1/85/122/287v, Đường Số 1, Phường An Cư, Phú Thọ, Lai Châu, Việt Nam",POS,0.0
142,147.0,2022-05-16 17:00:11,61018,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"1649/264, Trương Quyền, Phường 1, Tây Hồ, Đà Nẵng, Việt Nam","20/651, Nguyễn Đức Cảnh, Phường 4, Đan Phượng, Lào Cai, Việt Nam",Online,0.0
143,148.0,2020-08-04 20:40:33,15711,120000.0,Thẻ tín dụng,Hủy bỏ,"1989/45/108J, Đặng Tất, Phường Bình Trưng Đông, Hai Bà Trưng, Bình Thuận, Việt Nam","1940/32/138L, Đường Số 6, Phường 5, Nam Từ Liêm, Đà Nẵng, Việt Nam",Online,10800.0
144,149.0,2022-12-29 22:35:14,51785,0.0,Thẻ tín dụng,Đang chờ xử lý,"2755/7/2/247, Hoàng Văn Thụ, Phường Bình Trưng Tây, Thạch Thất, Đà Nẵng, Việt Nam","1220/823, Hồ Tùng Mậu, Phường 1, Hà Đông, Hà Nội, Việt Nam",POS,0.0
145,150.0,2022-11-07 00:37:42,25972,0.0,Thẻ tín dụng,Đã hoàn tiền,"434/84/138/228/355, Võ Văn Tần, Phường 6, Quận 6, Bình Phước, Việt Nam","1491/17/145/158/143, Điện Biên Phủ, Phường Bình Khánh, Đống Đa, Hồ Chí Minh, Việt Nam",Online,0.0
146,151.0,2022-05-23 01:46:45,69220,13188000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"2531/21/165/224, Phố Trịnh Đình C, Phường An Hòa, Cầu Giấy, Hải Phòng, Việt Nam","1812/94, Huỳnh Thúc Kháng, Phường 12, Quận 10, Bình Phước, Việt Nam",Thẻ thành viên,1450680.0
147,152.0,2020-02-06 23:06:17,20245,90000.0,Thẻ ghi nợ,Hủy bỏ,"2778/193, Hoàng Sa, Phường 6, Thạch Thất, Hà Nội, Việt Nam","2640/783, Phan Văn Hân, Phường Tam Bình, Quận 1, An Giang, Việt Nam",Online,3600.0
148,153.0,2022-04-19 11:01:01,85445,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"834/20, Nguyễn Huệ, Phường 9, Quận 9, Hồ Chí Minh, Việt Nam","1337/62/183, Nguyễn Thị Minh Khai, Phường Cát Lái, Đan Phượng, Kon Tum, Việt Nam",Online,0.0
149,154.0,2022-04-12 10:43:44,57392,0.0,Thanh toán trả góp,Hủy bỏ,"1749/66/169/105/377B, Trần Quang Khải, Phường 10, Sơn Tây, Bà Rịa - Vũng Tàu, Việt Nam","199/42/7/189, Võ Văn Kiệt, Phường Bình Trưng Đông, Thạch Thất, Hồ Chí Minh, Việt Nam",Online,0.0
150,155.0,2022-01-10 00:25:44,88415,192000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"2210/474, Đường Hoàng Diệu, Phường 2, Ba Vì, Hà Nội, Việt Nam","1233/56/113/300, Cách Mạng Tháng Tám, Phường Thảo Điền, Thanh Trì, Hồ Chí Minh, Việt Nam",POS,32640.000000000004
151,156.0,2022-01-10 00:18:44,38984,0.0,Chuyển khoản ngân hàng,Chưa thanh toán,"1180/8/154/147/26O, Trần Hưng Đạo, Phường Bình An, Thanh Trì, Hải Phòng, Việt Nam","1685/46/190p, Cô Bắc, Phường 2, Ba Vì, Hải Phòng, Việt Nam",Redeemed Points,0.0
152,157.0,2022-01-10 00:29:44,91225,780000.0,Tiền mặt,Đã thanh toán,"2298/865, Trần Quang Khải, Phường Tam Bình, Quận 5, Bình Dương, Việt Nam","1494/100/122, Trần Huy Liệu, Phường An Khánh, Quận 8, Bình Phước, Việt Nam",Online,109200.00000000001
153,158.0,2021-11-11 14:14:16,36783,120000.0,Thẻ tín dụng,Đang xử lý,"2461/81/25/263/310, Trần Hưng Đạo, Phường Linh Xuân, Mỹ Đức, Đắk Lắk, Việt Nam","2417/378, Võ Văn Kiệt, Phường An Lợi Đông, Bắc Từ Liêm, Cần Thơ, Việt Nam",Thẻ thành viên,9600.0
154,159.0,2022-04-04 16:10:54,38492,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"2663/26/73/278/66, Phan Đình Phùng, Phường 7, Quận 4, Hồ Chí Minh, Việt Nam","2408/84/156/40/168, Trần Huy Liệu, Phường Linh Tây, Quận Tân Phú, Đồng Tháp, Việt Nam",Online,0.0
155,160.0,2019-07-16 12:31:35,73789,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2613/56/142h, Trần Hưng Đạo, Phường 4, Hoài Đức, Cần Thơ, Việt Nam","1657/86/161/181, Hồ Hảo Hớn, Phường 4, Thạch Thất, Tiền Giang, Việt Nam",Online,0.0
156,161.0,2019-07-16 12:22:35,40830,0.0,Thẻ tín dụng,Đang xử lý,"2720/77/111/46F, Đường Hùng Vương, Phường Linh Trung, Quận Bình Thạnh, Thanh Hóa, Việt Nam","137/76/28/141/173, Nguyễn Văn Giai, Phường Bình An, Quận 10, Cần Thơ, Việt Nam",Thẻ thành viên,0.0
